,country,age,gender,marital_status,education_level,heard_of_mobile_money
663,uganda,20.0,2,1,4,1
664,uganda,19.0,2,1,2,1
665,uganda,19.0,2,2,4,1
666,uganda,22.0,2,1,5,1
667,uganda,19.0,2,1,2,1
668,uganda,18.0,2,1,4,1
669,uganda,28.0,2,3,2,1
670,uganda,27.0,2,3,2,1
671,uganda,37.0,2,3,3,1
672,uganda,40.0,2,3,1,1
673,uganda,28.0,2,3,1,1
674,uganda,25.0,2,3,3,1
675,uganda,39.0,2,3,1,1
676,uganda,38.0,2,4,2,1
677,uganda,38.0,2,2,4,1
678,uganda,31.0,2,3,4,1
679,uganda,35.0,2,2,1,1
680,uganda,40.0,2,3,2,1
681,uganda,30.0,2,3,4,1
682,uganda,25.0,2,2,3,1
683,uganda,35.0,2,2,2,1
684,uganda,37.0,2,3,1,2
685,uganda,30.0,2,2,2,1
686,uganda,25.0,2,3,2,1
687,uganda,30.0,2,3,3,1
688,uganda,35.0,2,3,1,1
689,uganda,30.0,2,3,2,1
690,uganda,42.0,2,3,1,1
691,uganda,25.0,2,3,2,1
692,uganda,40.0,2,3,2,1
693,uganda,30.0,2,2,4,1
694,uganda,43.0,2,2,1,2
695,uganda,28.0,2,3,2,1
696,uganda,38.0,2,3,4,1
697,uganda,42.0,2,3,4,2
698,uganda,30.0,2,3,3,1
699,uganda,28.0,2,2,3,1
700,uganda,33.0,2,3,5,1
701,uganda,34.0,2,2,4,1
702,uganda,27.0,2,3,3,1
703,uganda,28.0,2,2,3,1
704,uganda,40.0,2,3,2,1
705,uganda,35.0,2,3,2,1
706,uganda,32.0,2,5,4,1
707,uganda,30.0,2,1,2,1
708,uganda,37.0,2,2,4,1
709,uganda,37.0,2,2,1,1
710,uganda,44.0,2,3,4,1
711,uganda,38.0,2,3,2,1
712,uganda,25.0,2,3,3,2
713,uganda,26.0,2,3,2,1
714,uganda,30.0,2,3,3,1
715,uganda,28.0,2,2,4,1
716,uganda,30.0,2,2,14,1
717,uganda,29.0,2,3,2,1
718,uganda,25.0,2,2,2,2
719,uganda,53.0,1,2,2,1
720,uganda,46.0,1,3,2,1
721,uganda,47.0,1,3,1,1
722,uganda,45.0,1,3,4,1
723,uganda,45.0,1,2,5,1
724,uganda,50.0,1,3,4,1
725,uganda,52.0,1,2,2,1
726,uganda,60.0,1,6,2,1
727,uganda,47.0,1,3,4,1
728,uganda,52.0,1,3,2,1
729,uganda,23.0,1,1,2,1
730,uganda,44.0,1,5,5,1
731,uganda,31.0,1,3,3,1
732,uganda,28.0,1,1,2,1
733,uganda,32.0,1,1,2,1
734,uganda,29.0,1,1,2,1
735,uganda,31.0,1,1,3,1
736,uganda,25.0,1,1,4,1
737,uganda,26.0,1,3,4,1
738,uganda,43.0,1,5,2,1
739,uganda,37.0,1,5,3,1
740,uganda,27.0,1,5,3,1
741,uganda,53.0,2,3,1,1
742,uganda,50.0,2,5,1,1
743,uganda,45.0,2,2,2,1
744,uganda,54.0,2,3,1,1
745,uganda,55.0,2,2,3,1
746,uganda,45.0,2,2,1,1
747,uganda,50.0,2,3,2,1
748,uganda,22.0,1,1,4,1
749,uganda,23.0,1,1,3,1
750,uganda,51.0,1,3,1,1
751,uganda,27.0,2,3,4,1
752,uganda,28.0,2,1,2,1
753,uganda,25.0,2,3,2,1
754,uganda,35.0,2,3,2,1
755,uganda,40.0,2,2,1,1
756,uganda,25.0,2,2,1,1
757,uganda,28.0,2,3,2,1
758,uganda,25.0,2,3,4,1
759,uganda,28.0,2,2,4,2
760,uganda,33.0,2,3,2,1
761,uganda,31.0,2,3,1,1
762,uganda,42.0,2,2,2,1
763,uganda,27.0,2,2,2,1
764,uganda,28.0,2,3,3,1
765,uganda,30.0,2,3,1,1
766,uganda,35.0,2,3,7,1
767,uganda,26.0,2,2,6,1
768,uganda,42.0,2,6,2,1
769,uganda,35.0,2,3,4,1
770,uganda,28.0,2,3,2,1
771,uganda,27.0,2,3,2,1
772,uganda,30.0,2,2,1,1
773,uganda,25.0,2,3,4,1
774,uganda,36.0,2,3,2,1
775,uganda,30.0,2,3,2,1
776,uganda,27.0,2,3,3,1
777,uganda,35.0,2,3,2,1
778,uganda,29.0,2,3,4,1
779,uganda,31.0,2,3,4,1
780,uganda,32.0,2,3,5,1
781,uganda,34.0,2,3,2,2
782,uganda,28.0,2,3,3,1
783,uganda,29.0,2,2,2,1
784,uganda,26.0,2,3,1,1
785,uganda,26.0,2,3,2,1
786,uganda,40.0,2,3,2,1
787,uganda,27.0,2,3,2,1
788,uganda,44.0,2,3,1,1
789,uganda,28.0,2,3,2,1
790,uganda,27.0,2,3,2,1
791,uganda,25.0,2,3,4,1
792,uganda,25.0,2,2,2,1
793,uganda,38.0,2,3,2,1
794,uganda,35.0,2,6,2,1
795,uganda,28.0,2,3,4,1
796,uganda,40.0,2,3,3,1
797,uganda,25.0,2,7,2,1
798,uganda,35.0,2,2,2,1
799,uganda,29.0,2,3,2,1
800,uganda,38.0,2,3,1,1
801,uganda,34.0,2,3,4,1
802,uganda,27.0,2,3,2,1
803,uganda,40.0,2,3,1,1
804,uganda,38.0,2,3,2,1
805,uganda,43.0,2,3,1,1
806,uganda,36.0,2,3,2,1
807,uganda,38.0,2,3,2,1
808,uganda,26.0,2,3,2,1
809,uganda,35.0,2,2,1,1
810,uganda,27.0,2,5,2,1
811,uganda,26.0,2,3,1,1
812,uganda,37.0,2,2,1,2
813,uganda,45.0,1,5,3,1
814,uganda,36.0,1,5,3,1
815,uganda,42.0,1,3,2,1
816,uganda,25.0,1,1,3,1
817,uganda,27.0,1,5,11,1
818,uganda,43.0,1,3,5,1
819,uganda,29.0,1,1,9,1
820,uganda,43.0,1,2,2,1
821,uganda,25.0,1,1,11,1
822,uganda,55.0,2,6,2,2
823,uganda,64.0,2,5,2,2
824,uganda,55.0,2,3,2,1
825,uganda,55.0,2,6,1,1
826,uganda,50.0,2,2,1,1
827,uganda,58.0,2,3,1,1
828,uganda,50.0,2,3,2,2
829,uganda,60.0,2,5,1,1
830,uganda,51.0,2,6,1,1
831,uganda,60.0,2,2,2,2
832,uganda,49.0,2,3,1,1
833,uganda,55.0,2,5,2,1
834,uganda,49.0,2,3,2,1
835,uganda,60.0,2,3,1,1
836,uganda,55.0,2,6,1,2
837,uganda,60.0,2,3,1,1
838,uganda,64.0,2,6,2,1
839,uganda,47.0,2,3,1,1
840,uganda,53.0,2,3,1,1
841,uganda,24.0,1,1,2,1
842,uganda,20.0,1,1,4,1
843,uganda,21.0,1,1,4,1
844,uganda,23.0,1,1,5,1
845,uganda,22.0,1,1,5,1
846,uganda,71.0,2,5,1,1
847,uganda,21.0,1,5,2,1
848,uganda,23.0,1,1,1,1
849,uganda,23.0,1,1,3,1
850,uganda,21.0,1,1,4,1
851,uganda,48.0,1,2,2,1
852,uganda,29.0,2,3,2,1
853,uganda,60.0,2,4,1,2
854,uganda,63.0,2,2,1,1
855,uganda,20.0,1,1,2,1
856,uganda,66.0,1,4,3,1
857,uganda,85.0,1,4,1,1
858,uganda,70.0,2,6,1,2
859,uganda,49.0,1,7,1,1
860,uganda,47.0,1,3,2,1
861,uganda,46.0,1,2,3,1
862,uganda,52.0,1,3,4,1
863,uganda,60.0,1,7,2,1
864,uganda,58.0,1,3,4,1
865,uganda,23.0,1,3,3,1
866,uganda,21.0,1,1,4,1
867,uganda,66.0,1,2,2,1
868,uganda,75.0,2,6,1,1
869,uganda,75.0,2,6,3,2
870,uganda,70.0,2,6,1,2
871,uganda,80.0,2,6,2,2
872,uganda,70.0,2,6,1,1
873,uganda,70.0,2,6,1,1
874,uganda,46.0,2,2,1,1
875,uganda,27.0,1,1,4,1
876,uganda,33.0,2,3,2,1
877,uganda,40.0,2,2,2,1
878,uganda,35.0,2,7,2,1
879,uganda,27.0,2,7,1,1
880,uganda,26.0,2,7,2,1
881,uganda,30.0,2,5,1,1
882,uganda,29.0,2,7,3,1
883,uganda,26.0,2,7,1,1
884,uganda,25.0,2,3,5,1
885,uganda,42.0,2,7,2,1
886,uganda,31.0,2,3,2,1
887,uganda,35.0,2,7,2,1
888,uganda,29.0,2,7,2,1
889,uganda,26.0,2,2,3,1
890,uganda,38.0,2,3,1,1
891,uganda,27.0,2,7,4,1
892,uganda,27.0,2,3,4,1
893,uganda,29.0,2,3,4,1
894,uganda,30.0,2,2,4,1
895,uganda,27.0,2,7,2,1
896,uganda,42.0,2,7,4,1
897,uganda,28.0,2,7,4,1
898,uganda,32.0,2,3,2,1
899,uganda,26.0,2,3,4,1
900,uganda,43.0,2,7,2,1
901,uganda,34.0,2,3,4,1
902,uganda,28.0,2,3,4,1
903,uganda,28.0,2,3,4,1
904,uganda,36.0,2,3,8,1
905,uganda,25.0,2,7,4,1
906,uganda,40.0,2,3,1,1
907,uganda,29.0,2,3,4,1
908,uganda,37.0,2,3,3,1
909,uganda,30.0,2,3,7,1
910,uganda,37.0,2,5,1,1
911,uganda,26.0,2,7,4,1
912,uganda,40.0,2,5,2,1
913,uganda,29.0,2,7,2,1
914,uganda,31.0,2,3,2,1
915,uganda,26.0,2,7,2,1
916,uganda,46.0,1,3,2,1
917,uganda,45.0,1,3,9,1
918,uganda,46.0,1,1,2,1
919,uganda,53.0,1,4,2,1
920,uganda,62.0,1,3,9,1
921,uganda,47.0,2,5,3,1
922,uganda,48.0,2,6,1,1
923,uganda,30.0,1,3,4,1
924,uganda,44.0,1,3,3,1
925,uganda,30.0,1,3,2,1
926,uganda,33.0,1,3,5,1
927,uganda,42.0,1,4,3,1
928,uganda,37.0,1,3,2,1
929,uganda,41.0,1,3,1,1
930,uganda,28.0,1,3,4,1
931,uganda,37.0,1,7,4,1
932,uganda,27.0,1,3,2,1
933,uganda,25.0,1,2,6,1
934,uganda,28.0,1,3,4,1
935,uganda,35.0,1,3,2,1
936,uganda,28.0,1,1,2,1
937,uganda,32.0,1,2,2,1
938,uganda,42.0,1,3,2,2
939,uganda,32.0,1,3,2,1
940,uganda,27.0,1,3,4,1
941,uganda,34.0,1,2,2,1
942,uganda,41.0,1,2,4,1
943,uganda,30.0,1,3,4,1
944,uganda,51.0,2,3,2,1
945,uganda,30.0,2,3,1,1
946,uganda,44.0,2,3,4,1
947,uganda,66.0,1,2,3,1
948,uganda,32.0,2,3,1,2
949,uganda,38.0,2,3,2,1
950,uganda,41.0,2,2,2,2
951,uganda,40.0,2,3,1,2
952,uganda,28.0,2,2,2,1
953,uganda,39.0,2,2,2,1
954,uganda,26.0,2,2,3,1
955,uganda,37.0,2,2,2,1
956,uganda,28.0,2,1,4,1
957,uganda,30.0,2,3,2,1
958,uganda,35.0,2,3,1,1
959,uganda,27.0,2,3,14,1
960,uganda,35.0,2,3,2,1
961,uganda,32.0,2,2,2,2
962,uganda,45.0,2,6,2,1
963,uganda,50.0,2,6,1,1
964,uganda,51.0,2,7,5,1
965,uganda,60.0,2,3,2,2
966,uganda,58.0,2,5,1,1
967,uganda,56.0,2,5,2,1
968,uganda,63.0,2,9,1,1
969,uganda,46.0,2,5,2,1
970,uganda,46.0,2,3,1,1
971,uganda,23.0,1,1,3,1
972,uganda,23.0,1,1,4,1
973,uganda,22.0,1,1,2,1
974,uganda,19.0,1,1,4,1
975,uganda,48.0,1,5,2,1
976,uganda,48.0,1,3,4,1
977,uganda,50.0,1,4,1,1
978,uganda,51.0,1,6,3,1
979,uganda,49.0,1,4,2,1
980,uganda,59.0,1,2,4,1
981,uganda,54.0,1,2,4,1
982,uganda,53.0,1,2,3,1
983,uganda,54.0,1,2,5,1
984,uganda,40.0,2,7,4,1
985,uganda,30.0,2,3,9,1
986,uganda,29.0,2,7,2,1
987,uganda,29.0,2,3,5,1
988,uganda,26.0,2,7,4,1
989,uganda,25.0,2,3,11,1
990,uganda,27.0,2,7,4,1
991,uganda,29.0,2,3,3,1
992,uganda,36.0,2,2,2,1
993,uganda,35.0,2,1,4,1
994,uganda,33.0,2,7,2,1
995,uganda,58.0,2,3,3,2
996,uganda,26.0,1,7,2,1
997,uganda,21.0,1,1,1,1
998,uganda,35.0,2,3,2,1
999,uganda,67.0,1,9,3,1
1000,uganda,37.0,2,2,2,1
1001,uganda,27.0,2,3,2,1
1002,uganda,39.0,2,2,4,1
1003,uganda,31.0,2,2,2,1
1004,uganda,32.0,2,3,5,1
1005,uganda,34.0,2,4,2,1
1006,uganda,37.0,2,3,4,1
1007,uganda,60.0,2,6,2,2
1008,uganda,45.0,2,6,2,1
1009,uganda,54.0,2,3,1,2
1010,uganda,50.0,2,6,1,1
1011,uganda,24.0,2,3,2,1
1012,uganda,21.0,2,2,3,1
1013,uganda,21.0,2,3,2,2
1014,uganda,22.0,2,3,5,1
1015,uganda,19.0,2,3,1,1
1016,uganda,22.0,2,3,2,1
1017,uganda,22.0,2,2,2,1
1018,uganda,24.0,2,3,4,1
1019,uganda,16.0,2,3,3,1
1020,uganda,19.0,2,3,4,1
1021,uganda,19.0,2,3,4,1
1022,uganda,23.0,2,3,4,1
1023,uganda,23.0,2,3,5,1
1024,uganda,21.0,2,2,4,1
1025,uganda,20.0,2,3,3,1
1026,uganda,21.0,2,3,4,1
1027,uganda,23.0,2,3,4,1
1028,uganda,22.0,2,3,2,2
1029,uganda,40.0,2,2,5,1
1030,uganda,25.0,2,7,5,1
1031,uganda,29.0,2,2,3,1
1032,uganda,27.0,2,3,2,1
1033,uganda,37.0,2,7,2,1
1034,uganda,29.0,2,3,1,1
1035,uganda,38.0,2,3,3,1
1036,uganda,32.0,2,3,1,1
1037,uganda,38.0,2,5,5,1
1038,uganda,26.0,2,7,4,1
1039,uganda,30.0,2,7,4,1
1040,uganda,28.0,2,3,1,1
1041,uganda,30.0,2,3,11,1
1042,uganda,32.0,2,7,4,1
1043,uganda,26.0,2,3,3,1
1044,uganda,37.0,2,3,1,1
1045,uganda,28.0,2,3,5,1
1046,uganda,35.0,2,2,4,1
1047,uganda,25.0,2,3,3,1
1048,uganda,25.0,2,3,4,1
1049,uganda,30.0,2,3,5,1
1050,uganda,44.0,2,3,4,2
1051,uganda,34.0,2,3,4,1
1052,uganda,28.0,2,3,1,1
1053,uganda,30.0,2,2,4,2
1054,uganda,28.0,2,3,7,1
1055,uganda,30.0,2,3,6,1
1056,uganda,40.0,2,3,1,2
1057,uganda,43.0,2,3,4,1
1058,uganda,30.0,2,3,1,1
1059,uganda,26.0,2,3,1,1
1060,uganda,26.0,2,3,5,1
1061,uganda,39.0,2,3,6,1
1062,uganda,40.0,2,3,4,1
1063,uganda,26.0,2,3,3,2
1064,uganda,45.0,2,1,3,1
1065,uganda,23.0,2,3,3,1
1066,uganda,20.0,2,7,3,1
1067,uganda,24.0,2,7,4,1
1068,uganda,23.0,2,3,3,1
1069,uganda,22.0,2,8,3,1
1070,uganda,19.0,2,7,4,1
1071,uganda,17.0,2,3,3,1
1072,uganda,22.0,2,3,4,1
1073,uganda,21.0,2,3,3,1
1074,uganda,20.0,2,7,4,1
1075,uganda,23.0,2,2,3,1
1076,uganda,20.0,2,3,3,1
1077,uganda,23.0,2,3,1,1
1078,uganda,27.0,2,3,4,1
1079,uganda,60.0,2,3,2,1
1080,uganda,17.0,1,1,2,1
1081,uganda,28.0,1,2,2,1
1082,uganda,16.0,2,3,2,1
1083,uganda,18.0,2,1,4,1
1084,uganda,24.0,2,3,2,1
1085,uganda,24.0,2,3,2,1
1086,uganda,80.0,2,6,1,1
1087,uganda,70.0,2,6,1,1
1088,uganda,64.0,2,3,1,1
1089,uganda,52.0,2,5,5,1
1090,uganda,31.0,1,1,11,1
1091,uganda,32.0,1,2,2,1
1092,uganda,32.0,1,5,2,1
1093,uganda,32.0,1,3,3,1
1094,uganda,70.0,2,1,2,1
1095,uganda,55.0,1,2,1,1
1096,uganda,52.0,2,6,1,1
1097,uganda,64.0,2,6,5,1
1098,uganda,58.0,2,6,14,1
1099,uganda,50.0,2,3,1,1
1100,uganda,49.0,2,2,3,1
1101,uganda,50.0,2,6,1,1
1102,uganda,59.0,2,6,6,1
1103,uganda,25.0,2,3,3,1
1104,uganda,27.0,2,3,7,1
1105,uganda,28.0,2,1,2,1
1106,uganda,25.0,2,1,4,1
1107,uganda,25.0,2,3,1,1
1108,uganda,27.0,2,3,2,1
1109,uganda,26.0,2,7,4,1
1110,uganda,26.0,2,3,5,1
1111,uganda,25.0,2,3,6,1
1112,uganda,28.0,2,7,2,1
1113,uganda,26.0,2,7,4,1
1114,uganda,27.0,2,7,4,1
1115,uganda,39.0,2,3,3,1
1116,uganda,32.0,2,1,7,1
1117,uganda,29.0,2,3,4,1
1118,uganda,37.0,2,7,4,1
1119,uganda,30.0,2,1,2,1
1120,uganda,25.0,2,1,11,1
1121,uganda,30.0,2,7,3,1
1122,uganda,26.0,2,3,2,1
1123,uganda,28.0,2,3,11,1
1124,uganda,25.0,2,1,11,1
1125,uganda,35.0,2,7,5,1
1126,uganda,30.0,2,2,4,1
1127,uganda,27.0,2,7,4,1
1128,uganda,19.0,1,5,4,1
1129,uganda,19.0,1,1,2,1
1130,uganda,22.0,1,1,2,1
1131,uganda,21.0,1,1,6,1
1132,uganda,22.0,2,3,2,1
1133,uganda,20.0,2,1,6,1
1134,uganda,19.0,2,3,2,1
1135,uganda,23.0,2,2,3,1
1136,uganda,22.0,2,3,4,1
1137,uganda,19.0,2,3,2,1
1138,uganda,20.0,2,3,4,1
1139,uganda,23.0,2,3,2,1
1140,uganda,19.0,2,3,2,1
1141,uganda,23.0,2,3,3,1
1142,uganda,20.0,2,3,4,1
1143,uganda,23.0,2,3,3,1
1144,uganda,19.0,2,3,4,1
1145,uganda,18.0,2,3,2,1
1146,uganda,19.0,2,3,2,1
1147,uganda,22.0,2,3,4,1
1148,uganda,22.0,2,3,2,1
1149,uganda,22.0,2,2,1,1
1150,uganda,20.0,2,3,3,1
1151,uganda,17.0,2,3,2,1
1152,uganda,18.0,2,3,2,1
1153,uganda,21.0,2,3,2,1
1154,uganda,22.0,2,3,4,1
1155,uganda,20.0,2,3,2,1
1156,uganda,24.0,2,3,2,1
1157,uganda,23.0,2,3,2,1
1158,uganda,23.0,2,3,2,1
1159,uganda,24.0,2,3,5,1
1160,uganda,16.0,2,6,2,1
1161,uganda,23.0,2,3,1,1
1162,uganda,19.0,2,3,2,1
1163,uganda,21.0,2,3,2,1
1164,uganda,20.0,2,3,3,1
1165,uganda,23.0,2,3,3,1
1166,uganda,24.0,2,3,5,1
1167,uganda,19.0,2,7,3,1
1168,uganda,23.0,2,7,2,1
1169,uganda,21.0,2,3,2,1
1170,uganda,17.0,2,3,2,1
1171,uganda,18.0,2,3,2,1
1172,uganda,24.0,2,3,6,1
1173,uganda,21.0,2,3,2,1
1174,uganda,22.0,2,3,3,1
1175,uganda,18.0,2,3,2,1
1176,uganda,18.0,2,3,2,1
1177,uganda,24.0,2,6,1,1
1178,uganda,24.0,2,3,2,1
1179,uganda,23.0,2,3,3,1
1180,uganda,19.0,2,7,2,2
1181,uganda,24.0,2,3,3,1
1182,uganda,26.0,2,1,2,1
1183,uganda,18.0,1,6,4,1
1184,uganda,37.0,2,3,1,1
1185,uganda,26.0,1,5,2,1
1186,uganda,28.0,1,1,1,1
1187,uganda,63.0,2,3,1,1
1188,uganda,25.0,2,3,6,1
1189,uganda,31.0,2,1,3,1
1190,uganda,39.0,2,3,3,1
1191,uganda,26.0,2,3,5,1
1192,uganda,28.0,2,3,4,1
1193,uganda,34.0,2,3,7,1
1194,uganda,30.0,2,3,10,1
1195,uganda,28.0,2,3,6,1
1196,uganda,25.0,2,7,7,1
1197,uganda,24.0,2,1,2,2
1198,uganda,19.0,2,7,3,1
1199,uganda,20.0,2,1,10,1
1200,uganda,24.0,2,3,3,1
1201,uganda,18.0,2,1,3,1
1202,uganda,21.0,2,1,5,1
1203,uganda,19.0,2,7,4,1
1204,uganda,17.0,2,7,2,1
1205,uganda,19.0,2,3,3,1
1206,uganda,21.0,2,3,7,1
1207,uganda,23.0,2,7,4,1
1208,uganda,22.0,2,4,4,1
1209,uganda,23.0,2,1,8,1
1210,uganda,22.0,2,7,3,1
1211,uganda,22.0,2,1,4,1
1212,uganda,28.0,1,1,5,1
1213,uganda,30.0,1,3,2,1
1214,uganda,27.0,1,3,3,1
1215,uganda,27.0,1,1,11,1
1216,uganda,33.0,1,1,2,1
1217,uganda,70.0,1,4,2,1
1218,uganda,77.0,1,4,2,1
1219,uganda,79.0,1,5,3,1
1220,uganda,27.0,2,5,2,1
1221,uganda,31.0,2,5,4,1
1222,uganda,25.0,2,7,1,1
1223,uganda,35.0,2,3,2,1
1224,uganda,38.0,2,3,3,1
1225,uganda,70.0,1,2,2,1
1226,uganda,78.0,1,2,2,2
1227,uganda,75.0,2,6,3,1
1228,uganda,65.0,2,6,3,1
1229,uganda,19.0,2,3,4,1
1230,uganda,24.0,2,3,4,1
1231,uganda,19.0,2,3,5,1
1232,uganda,22.0,2,3,1,1
1233,uganda,19.0,2,1,4,1
1234,uganda,20.0,2,7,2,1
1235,uganda,24.0,2,3,2,1
1236,uganda,21.0,2,3,4,1
1237,uganda,53.0,2,6,4,1
1238,uganda,15.0,1,1,2,1
1239,uganda,18.0,1,1,2,1
1240,uganda,75.0,1,6,2,1
1241,uganda,23.0,2,1,4,1
1242,uganda,21.0,2,1,5,1
1243,uganda,20.0,2,3,2,1
1244,uganda,42.0,2,1,1,1
1245,uganda,26.0,2,3,9,1
1246,uganda,38.0,2,3,3,1
1247,uganda,44.0,2,1,3,1
1248,uganda,25.0,2,1,10,1
1249,uganda,32.0,2,7,4,1
1250,uganda,28.0,2,7,2,1
1251,uganda,25.0,2,3,3,1
1252,uganda,38.0,2,7,2,2
1253,uganda,27.0,2,7,5,1
1254,uganda,38.0,2,3,4,1
1255,uganda,19.0,2,3,4,1
1256,uganda,19.0,2,7,2,1
1257,uganda,23.0,2,2,2,1
1258,uganda,20.0,2,3,3,1
1259,uganda,23.0,2,3,4,1
1260,uganda,19.0,2,3,4,1
1261,uganda,20.0,2,3,4,1
1262,uganda,19.0,2,1,3,1
1263,uganda,24.0,2,5,2,1
1264,uganda,23.0,2,3,2,1
1265,uganda,19.0,2,1,4,1
1266,uganda,19.0,2,7,3,1
1267,uganda,20.0,2,3,2,1
1268,uganda,17.0,2,3,2,1
1269,uganda,24.0,2,3,2,1
1270,uganda,20.0,2,4,3,1
1271,uganda,20.0,2,2,4,1
1272,uganda,23.0,2,3,9,1
1273,uganda,19.0,2,3,3,1
1274,uganda,24.0,2,7,4,1
1275,uganda,20.0,2,6,2,1
1276,uganda,21.0,2,7,4,1
1277,uganda,24.0,2,2,2,1
1278,uganda,23.0,2,3,4,1
1279,uganda,19.0,2,3,2,1
1280,uganda,22.0,2,3,2,1
1281,uganda,22.0,2,7,4,1
1282,uganda,21.0,2,7,4,1
1283,uganda,24.0,2,7,3,1
1284,uganda,22.0,2,7,7,1
1285,uganda,21.0,2,7,2,1
1286,uganda,24.0,2,3,1,1
1287,uganda,24.0,2,3,2,1
1288,uganda,19.0,2,7,3,1
1289,uganda,23.0,2,7,4,1
1290,uganda,20.0,2,2,4,1
1291,uganda,24.0,2,7,7,1
1292,uganda,16.0,2,7,4,1
1293,uganda,23.0,2,3,3,1
1294,uganda,52.0,1,3,2,1
1295,uganda,50.0,1,3,3,1
1296,uganda,50.0,1,1,2,1
1297,uganda,45.0,1,2,3,1
1298,uganda,70.0,2,6,1,2
1299,uganda,65.0,2,6,1,2
1300,uganda,23.0,2,1,2,1
1301,uganda,21.0,2,1,5,1
1302,uganda,23.0,2,1,8,1
1303,uganda,20.0,2,3,3,1
1304,uganda,17.0,2,1,4,1
1305,uganda,20.0,2,1,4,2
1306,uganda,21.0,2,1,10,1
1307,uganda,23.0,2,3,4,1
1308,uganda,19.0,2,1,4,1
1309,uganda,17.0,2,1,3,1
1310,uganda,21.0,1,1,5,1
1311,uganda,25.0,2,3,2,1
1312,uganda,37.0,2,5,1,2
1313,uganda,28.0,2,3,3,1
1314,uganda,32.0,2,7,2,1
1315,uganda,36.0,2,7,2,1
1316,uganda,27.0,2,5,4,1
1317,uganda,26.0,2,7,4,1
1318,uganda,29.0,2,7,4,1
1319,uganda,27.0,2,1,4,1
1320,uganda,25.0,2,7,1,1
1321,uganda,30.0,2,7,4,1
1322,uganda,36.0,2,1,1,1
1323,uganda,40.0,2,5,1,1
1324,uganda,40.0,2,5,1,1
1325,uganda,42.0,2,7,2,1
1326,uganda,27.0,2,7,4,1
1327,uganda,35.0,2,3,2,1
1328,uganda,32.0,2,3,2,1
1329,uganda,37.0,2,1,4,1
1330,uganda,33.0,2,3,3,1
1331,uganda,31.0,2,3,4,1
1332,uganda,32.0,2,7,3,1
1333,uganda,34.0,2,2,4,1
1334,uganda,35.0,2,2,1,1
1335,uganda,37.0,2,7,4,1
1336,uganda,30.0,2,3,2,1
1337,uganda,29.0,2,3,5,1
1338,uganda,41.0,2,3,3,1
1339,uganda,43.0,2,5,2,1
1340,uganda,16.0,2,1,2,1
1341,uganda,15.0,2,1,2,2
1342,uganda,24.0,2,3,4,1
1343,uganda,23.0,2,2,4,2
1344,uganda,24.0,2,2,2,2
1345,uganda,17.0,2,1,2,1
1346,uganda,60.0,1,3,2,1
1347,uganda,61.0,1,3,3,1
1348,uganda,45.0,1,3,1,1
1349,uganda,45.0,1,3,4,1
1350,uganda,48.0,1,3,2,1
1351,uganda,50.0,1,3,2,1
1352,uganda,58.0,1,3,3,1
1353,uganda,69.0,1,3,2,1
1354,uganda,72.0,1,3,2,1
1355,uganda,72.0,1,2,3,2
1356,uganda,56.0,1,4,3,1
1357,uganda,53.0,1,3,6,1
1358,uganda,35.0,2,3,3,1
1359,uganda,36.0,2,3,2,1
1360,uganda,25.0,2,3,5,1
1361,uganda,30.0,2,3,1,2
1362,uganda,32.0,2,3,3,1
1363,uganda,30.0,2,2,2,1
1364,uganda,27.0,2,3,9,1
1365,uganda,35.0,2,6,3,1
1366,uganda,30.0,2,3,6,1
1367,uganda,29.0,2,2,2,1
1368,uganda,30.0,2,3,3,1
1369,uganda,30.0,2,3,1,1
1370,uganda,36.0,2,3,1,1
1371,uganda,30.0,2,3,1,1
1372,uganda,29.0,2,3,4,1
1373,uganda,29.0,2,3,3,1
1374,uganda,25.0,2,3,3,1
1375,uganda,28.0,2,3,3,1
1376,uganda,30.0,2,1,9,1
1377,uganda,30.0,2,3,3,1
1378,uganda,29.0,2,3,2,1
1379,uganda,27.0,2,3,4,1
1380,uganda,28.0,2,2,5,1
1381,uganda,41.0,2,3,1,1
1382,uganda,30.0,2,3,1,1
1383,uganda,26.0,2,3,2,1
1384,uganda,36.0,2,3,2,1
1385,uganda,29.0,2,3,2,1
1386,uganda,32.0,2,3,2,1
1387,uganda,30.0,2,3,3,1
1388,uganda,31.0,2,3,4,1
1389,uganda,37.0,2,3,5,1
1390,uganda,27.0,2,3,2,2
1391,uganda,36.0,2,3,4,1
1392,uganda,29.0,2,3,6,1
1393,uganda,27.0,2,3,2,1
1394,uganda,29.0,2,7,11,1
1395,uganda,48.0,2,7,3,1
1396,uganda,54.0,2,6,2,1
1397,uganda,64.0,2,6,2,1
1398,uganda,52.0,2,3,1,1
1399,uganda,51.0,2,2,3,1
1400,uganda,18.0,2,1,6,1
1401,uganda,22.0,2,3,4,1
1402,uganda,23.0,2,3,6,1
1403,uganda,16.0,2,1,5,1
1404,uganda,20.0,2,7,4,1
1405,uganda,21.0,2,7,7,1
1406,uganda,21.0,2,3,6,1
1407,uganda,24.0,2,3,5,1
1408,uganda,22.0,2,7,4,1
1409,uganda,21.0,2,3,4,1
1410,uganda,16.0,2,3,2,1
1411,uganda,17.0,2,3,4,1
1412,uganda,22.0,2,7,4,1
1413,uganda,24.0,2,3,5,1
1414,uganda,18.0,2,7,3,1
1415,uganda,22.0,2,3,1,1
